comment_id,posts_id,user_id,comment_content,comment_date
329,382,303,̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟,12/19/2023
330,672,871,・(￣∀￣)・:*:,12/15/2023
331,624,965,"""'""'""''''""",12/13/2023
332,551,818,␣,12/9/2023
333,440,649,0/0,12/16/2023
334,251,339,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",12/26/2023
335,93,429,0.00,12/7/2023
336,235,642,​,12/7/2023
337,320,582,"""",12/19/2023
338,112,998,👩🏽,12/25/2023
339,158,685,test⁠test‫,12/6/2023
340,632,588,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,12/12/2023
341,989,282,和製漢語,12/2/2023
342,473,164,œ∑´®†¥¨ˆøπ“‘,12/11/2023
343,29,177,"""",12/28/2023
344,882,12,¸˛Ç◊ı˜Â¯˘¿,12/29/2023
345,499,813,1E+02,12/21/2023
346,765,67,​,12/29/2023
347,251,22,NIL,12/16/2023
348,682,90,nil,12/6/2023
349,656,782,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,12/28/2023
350,801,503,1,12/19/2023
351,659,177,和製漢語,12/16/2023
352,136,776,"""'""'""''''""",12/8/2023
353,60,535,Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,12/11/2023
354,844,563,‪‪test‪,12/28/2023
355,194,915,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,12/12/2023
356,126,553,⁰⁴⁵₀₁₂,12/12/2023
357,756,705,사회과학원 어학연구소,12/29/2023
358,647,261,₀₁₂,12/7/2023
359,196,588,"""",12/5/2023
360,660,300,⁦test⁧,12/28/2023
361,408,615,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",12/25/2023
362,32,115,̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟,12/28/2023
363,712,43,✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,12/3/2023
364,596,718,,12/10/2023
365,509,343,﻿,12/2/2023
366,199,649,1,12/23/2023
367,681,295,$1.00,12/24/2023
368,128,816,-1E02,12/24/2023
369,617,305,$1.00,12/21/2023
370,892,715,ÅÍÎÏ˝ÓÔÒÚÆ☃,12/10/2023
371,910,676,١٢٣,12/25/2023
372,392,333,1E2,12/7/2023
373,210,676,1;DROP TABLE users,12/4/2023
374,711,746,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,12/8/2023
375,659,412,"<>?:""{}|_+",12/23/2023
376,561,665,../../../../../../../../../../../etc/hosts,12/7/2023
377,750,845,(｡◕ ∀ ◕｡),12/2/2023
378,586,928,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,12/7/2023
379,548,58,NIL,12/21/2023
380,810,303,ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,12/28/2023
381,613,659,",./;'[]\-=",12/25/2023
382,624,464,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,12/10/2023
383,254,593,울란바토르,12/17/2023
384,910,930,../../../../../../../../../../../etc/passwd%00,12/10/2023
385,202,42,",./;'[]\-=",12/20/2023
386,437,490,・(￣∀￣)・:*:,12/30/2023
387,206,75,⁦test⁧,12/7/2023
388,10,349,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,12/13/2023
389,281,600,() { 0; }; touch /tmp/blns.shellshock1.fail;,12/7/2023
390,792,83,NIL,12/27/2023
391,726,605,␡,12/20/2023
392,50,44,',12/13/2023
393,647,168,Ω≈ç√∫˜µ≤≥÷,12/25/2023
394,613,106,<img src=x onerror=alert('hi') />,12/12/2023
395,412,997,̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟,12/25/2023
396,754,615,/dev/null; touch /tmp/blns.fail ; echo,12/10/2023
397,829,721,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,12/12/2023
398,690,440,`⁄€‹›ﬁﬂ‡°·‚—±,12/5/2023
399,433,107,œ∑´®†¥¨ˆøπ“‘,12/2/2023
400,499,150,ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,12/5/2023
401,246,967,<svg><script>0<1>alert('XSS')</script>,12/5/2023
402,104,929,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,12/25/2023
403,620,37, ,12/15/2023
404,246,950,⁦test⁧,12/28/2023
405,610,289,00˙Ɩ$-,12/28/2023
406,579,430,　,12/2/2023
407,993,367,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,12/27/2023
408,820,484,",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",12/16/2023
409,754,292,/dev/null; touch /tmp/blns.fail ; echo,12/12/2023
410,733,957,᠎,12/15/2023
411,508,342,｀ｨ(´∀｀∩,12/6/2023
412,598,308,1/0,12/28/2023
413,790,994,울란바토르,12/1/2023
414,627,539,ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,12/21/2023
415,823,821,-1E+02,12/10/2023
416,535,638,・(￣∀￣)・:*:,12/12/2023
417,441,141,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,12/9/2023
418,939,848,和製漢語,12/20/2023
419,712,835,ÅÍÎÏ˝ÓÔÒÚÆ☃,12/25/2023
420,895,691,Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,12/17/2023
421,497,647,",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",12/22/2023
422,21,571,和製漢語,12/23/2023
423,525,851,部落格,12/2/2023
424,580,232,1/0,12/19/2023
425,976,459,₀₁₂,12/21/2023
426,420,882,̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟,12/12/2023
427,453,957,😍,12/12/2023
428,482,671,1'; DROP TABLE users--,12/5/2023
429,682,806,¸˛Ç◊ı˜Â¯˘¿,12/6/2023
430,92,261,/dev/null; touch /tmp/blns.fail ; echo,12/18/2023
431,431,764,"""'""'""''''""",12/24/2023
432,825,202,사회과학원 어학연구소,12/26/2023
433,218,706,"""",12/25/2023
434,410,917,1E2,12/28/2023
435,389,512,和製漢語,12/14/2023
436,365,103,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",12/27/2023
437,892,803,test⁠test‫,12/26/2023
438,147,617,NULL,12/15/2023
439,572,749,｀ｨ(´∀｀∩,12/24/2023
440,702,338,-1E+02,12/15/2023
441,923,81, ,12/4/2023
442,549,201,-1E02,12/17/2023
443,955,974,사회과학원 어학연구소,12/26/2023
444,654,708,部落格,12/1/2023
445,997,852,1E+02,12/4/2023
446,940,532,",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",12/26/2023
447,682,862,'',12/19/2023
448,654,86,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,12/6/2023
449,617,821,'',12/12/2023
450,231,983,1/0,12/20/2023
451,965,890,null,12/26/2023
452,541,659,١٢٣,12/27/2023
453,518,424,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",12/20/2023
454,763,299,␢,12/22/2023
455,194,345,NULL,12/23/2023
456,213,349,｀ｨ(´∀｀∩,12/25/2023
457,199,222,'',12/21/2023
458,248,928,$1.00,12/18/2023
459,747,316,・(￣∀￣)・:*:,12/9/2023
460,347,417,-1E+02,12/6/2023
461,134,383,<img src=x onerror=alert('hi') />,12/8/2023
462,804,380,😍,12/4/2023
463,889,361,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,12/20/2023
464,724,697,⁰⁴⁵,12/15/2023
465,607,34,␢,12/2/2023
466,872,585,‫test‫,12/12/2023
467,979,928,社會科學院語學研究所,12/22/2023
468,208,916,パーティーへ行かないか,12/26/2023
469,735,606,,12/2/2023
470,775,45,-1E+02,12/28/2023
471,559,287,١٢٣,12/11/2023
472,135,636,00˙Ɩ$-,12/26/2023
473,285,606,部落格,12/15/2023
474,505,830,␡,12/6/2023
475,534,553,null,12/13/2023
476,575,215,",./;'[]\-=",12/21/2023
477,310,202,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",12/12/2023
478,481,294,-1,12/1/2023
479,519,477,<svg><script>0<1>alert('XSS')</script>,12/29/2023
480,965,817,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,12/10/2023
481,299,286,Œ„´‰ˇÁ¨ˆØ∏”’,12/21/2023
482,272,80,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",12/24/2023
483,155,689,¸˛Ç◊ı˜Â¯˘¿,12/20/2023
484,885,865, test ,12/28/2023
485,653,45,"""'""'""''''""",12/2/2023
486,829,813,👩🏽,12/18/2023
487,548,872,␢,12/8/2023
488,156,410,../../../../../../../../../../../etc/hosts,12/27/2023
489,323,768,和製漢語,12/10/2023
490,836,160,<img src=x onerror=alert('hi') />,12/5/2023
491,440,829,-1.00,12/13/2023
492,175,275,⁰⁴⁵,12/13/2023
493,613,211,␣,12/15/2023
494,49,545,nil,12/21/2023
495,915,934,1E2,12/17/2023
496,26,598,"""''''""'""",12/27/2023
497,417,684,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,12/10/2023
498,299,72,(╯°□°）╯︵ ┻━┻)  ,12/14/2023
499,46,961,１２３,12/6/2023
500,362,413,社會科學院語學研究所,12/11/2023
501,15,474,｀ｨ(´∀｀∩,12/26/2023
502,533,56,$1.00,12/4/2023
503,147,280,../../../../../../../../../../../etc/passwd%00,12/7/2023
504,765,764,ÅÍÎÏ˝ÓÔÒÚÆ☃,12/5/2023
505,553,453,",./;'[]\-=",12/3/2023
506,149,358,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,12/20/2023
507,351,307,᠎,12/16/2023
508,429,263,社會科學院語學研究所,12/17/2023
509,228,297,0/0,12/1/2023
510,467,775,␢,12/16/2023
511,444,550,🚾 🆒 🆓 🆕 🆖 🆗 🆙 🏧,12/25/2023
512,929,685,🚾 🆒 🆓 🆕 🆖 🆗 🆙 🏧,12/21/2023
513,882,272,　,12/8/2023
514,535,993,test⁠test‫,12/14/2023
515,345,8,¡™£¢∞§¶•ªº–≠,12/29/2023
516,507,687,1E2,12/1/2023
517,542,89,(｡◕ ∀ ◕｡),12/13/2023
518,437,695,1,12/15/2023
519,593,248,<script>alert('hi')</script>,12/24/2023
520,180,385,사회과학원 어학연구소,12/3/2023
521,761,62,1;DROP TABLE users,12/17/2023
522,247,830,⁦test⁧,12/18/2023
523,4,262,울란바토르,12/12/2023
524,543,97,パーティーへ行かないか,12/6/2023
525,553,690,!@#$%^&*(),12/4/2023
526,164,239,1E2,12/3/2023
527,253,763,1E02,12/27/2023
528,453,444,"""""",12/26/2023
529,28,699,-1E02,12/12/2023
530,886,887,../../../../../../../../../../../etc/passwd%00,12/5/2023
531,918,598,‪‪test‪,12/25/2023
532,90,433,Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,12/24/2023
533,861,789,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,12/11/2023
534,621,666,åß∂ƒ©˙∆˚¬…æ,12/22/2023
535,914,394,｀ｨ(´∀｀∩,12/15/2023
536,581,225,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,12/11/2023
537,945,255,1E+02,12/12/2023
538,909,49,(╯°□°）╯︵ ┻━┻)  ,12/11/2023
539,920,972,・(￣∀￣)・:*:,12/9/2023
540,117,413,​,12/14/2023
541,19,34,-1E02,12/29/2023
542,745,160,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,12/23/2023
543,8,542,・(￣∀￣)・:*:,12/17/2023
544,642,860,"__ﾛ(,_,*)",12/13/2023
545,615,804,NULL,12/10/2023
546,676,90,‪‪test‪,12/9/2023
547,59,746,1.00,12/26/2023
548,927,156,울란바토르,12/8/2023
549,910,720,œ∑´®†¥¨ˆøπ“‘,12/14/2023
550,113,381,test⁠test‫,12/15/2023
551,547,756,Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,12/20/2023
552,881,988,() { 0; }; touch /tmp/blns.shellshock1.fail;,12/26/2023
553,920,781,和製漢語,12/22/2023
554,305,117,社會科學院語學研究所,12/6/2023
555,546,24,ÅÍÎÏ˝ÓÔÒÚÆ☃,12/30/2023
556,252,624,,12/22/2023
557,547,386,١٢٣,12/6/2023
558,144,780,NULL,12/16/2023
559,733,293,'',12/11/2023
560,806,714,-1,12/8/2023
561,332,972,-$1.00,12/4/2023
562,146,975,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,12/5/2023
563,965,604,１２３,12/19/2023
564,126,484,"""""",12/15/2023
565,569,112,,12/26/2023
566,743,754,-1/2,12/6/2023
567,447,851,00˙Ɩ$-,12/8/2023
568,590,149,｀ｨ(´∀｀∩,12/1/2023
569,662,891,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },12/25/2023
570,81,157,../../../../../../../../../../../etc/passwd%00,12/11/2023
571,340,908,../../../../../../../../../../../etc/hosts,12/7/2023
572,518,561,../../../../../../../../../../../etc/hosts,12/16/2023
573,175,12, test ,12/16/2023
574,115,532,1,12/11/2023
575,941,760,田中さんにあげて下さい,12/19/2023
576,420,569,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",12/19/2023
577,623,983,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,12/11/2023
578,476,347,‪‪test‪,12/21/2023
579,181,283,᠎,12/26/2023
580,788,474,0.00,12/25/2023
581,975,786,-$1.00,12/28/2023
582,491,695,",./;'[]\-=",12/21/2023
583,454,404,⁰⁴⁵₀₁₂,12/21/2023
584,98,54,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,12/20/2023
585,105,844,和製漢語,12/21/2023
586,70,813,⁰⁴⁵,12/22/2023
587,437,105,'',12/4/2023
588,541,658,",./;'[]\-=",12/8/2023
589,31,866,(╯°□°）╯︵ ┻━┻)  ,12/30/2023
590,220,415,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,12/11/2023
591,184,914,Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,12/23/2023
592,340,475,社會科學院語學研究所,12/17/2023
593,811,30,../../../../../../../../../../../etc/hosts,12/8/2023
594,344,337,👩🏽,12/9/2023
595,522,737,-1E02,12/15/2023
596,182,531,!@#$%^&*(),12/29/2023
597,888,863,"""'""'""''''""",12/15/2023
598,183,772,١٢٣,12/30/2023
599,937,390,₀₁₂,12/3/2023
600,747,653,　,12/14/2023
601,214,491,"""",12/15/2023
602,427,778,',12/16/2023
603,518,559,(╯°□°）╯︵ ┻━┻)  ,12/10/2023
604,720,515,"""'""'""''''""",12/22/2023
605,790,225,和製漢語,12/6/2023
606,104,272,1/2,12/12/2023
607,30,357,"__ﾛ(,_,*)",12/25/2023
608,280,250,',12/20/2023
609,837,918,"<>?:""{}|_+",12/15/2023
610,247,601,1'; DROP TABLE users--,12/17/2023
611,410,961,`⁄€‹›ﬁﬂ‡°·‚—±,12/23/2023
612,423,640,"""",12/4/2023
613,395,656,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,12/24/2023
614,275,303,NIL,12/21/2023
615,549,480,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,12/19/2023
616,945,49,`⁄€‹›ﬁﬂ‡°·‚—±,12/1/2023
617,851,431,パーティーへ行かないか,12/14/2023
618,231,679,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,12/4/2023
619,37,797,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,12/1/2023
620,557,959,ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,12/17/2023
621,271,182,"<>?:""{}|_+",12/17/2023
622,23,583,ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,12/17/2023
623,178,803,¡™£¢∞§¶•ªº–≠,12/11/2023
624,211,121,"""",12/1/2023
625,510,938,<script>alert('hi')</script>,12/23/2023
626,821,615,nil,12/3/2023
627,210,46,(╯°□°）╯︵ ┻━┻)  ,12/17/2023
628,637,898,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },12/3/2023
629,858,791, ,12/16/2023
630,703,525,ÅÍÎÏ˝ÓÔÒÚÆ☃,12/20/2023
631,708,378,0/0,12/3/2023
632,159,745,../../../../../../../../../../../etc/hosts,12/14/2023
633,492,661,␢,12/3/2023
634,974,165,"'""'",12/3/2023
635,967,918,Œ„´‰ˇÁ¨ˆØ∏”’,12/19/2023
636,623,618,<img src=x onerror=alert('hi') />,12/5/2023
637,197,103,ÅÍÎÏ˝ÓÔÒÚÆ☃,12/16/2023
638,313,695,-$1.00,12/26/2023
